,hour,minute,second,azimuth,elevation,power
2016-11-23 16:10:06,0.8421052631578947,0.1694915254237288,0.1016949152542373,0.0,0.0,
2016-11-23 16:10:11,0.8421052631578947,0.1694915254237288,0.1864406779661017,0.0,0.16666666666666666,
2016-11-23 16:10:16,0.8421052631578947,0.1694915254237288,0.2711864406779661,0.0,0.3333333333333333,
2016-11-23 16:10:21,0.8421052631578947,0.1694915254237288,0.3559322033898305,0.0,0.5,
2016-11-23 16:10:26,0.8421052631578947,0.1694915254237288,0.4406779661016949,0.0,0.6666666666666666,
2016-11-23 16:10:31,0.8421052631578947,0.1694915254237288,0.5254237288135594,0.0,0.8333333333333334,
2016-11-23 16:10:36,0.8421052631578947,0.1694915254237288,0.6101694915254238,0.0,1.0,
2016-11-23 16:10:41,0.8421052631578947,0.1694915254237288,0.6949152542372882,0.1,0.0,
2016-11-23 16:10:46,0.8421052631578947,0.1694915254237288,0.7796610169491526,0.1,0.16666666666666666,
2016-11-23 16:10:51,0.8421052631578947,0.1694915254237288,0.864406779661017,0.1,0.3333333333333333,
2016-11-23 16:10:56,0.8421052631578947,0.1694915254237288,0.9491525423728814,0.1,0.5,
2016-11-23 16:11:01,0.8421052631578947,0.1864406779661017,0.01694915254237288,0.1,0.6666666666666666,
2016-11-23 16:11:06,0.8421052631578947,0.1864406779661017,0.1016949152542373,0.1,0.8333333333333334,
2016-11-23 16:11:11,0.8421052631578947,0.1864406779661017,0.1864406779661017,0.1,1.0,
2016-11-23 16:11:16,0.8421052631578947,0.1864406779661017,0.2711864406779661,0.2,0.0,
2016-11-23 16:11:21,0.8421052631578947,0.1864406779661017,0.3559322033898305,0.2,0.16666666666666666,
2016-11-23 16:11:26,0.8421052631578947,0.1864406779661017,0.4406779661016949,0.2,0.3333333333333333,
2016-11-23 16:11:31,0.8421052631578947,0.1864406779661017,0.5254237288135594,0.2,0.5,
2016-11-23 16:11:36,0.8421052631578947,0.1864406779661017,0.6101694915254238,0.2,0.6666666666666666,
2016-11-23 16:11:41,0.8421052631578947,0.1864406779661017,0.6949152542372882,0.2,0.8333333333333334,
2016-11-23 16:11:46,0.8421052631578947,0.1864406779661017,0.7796610169491526,0.2,1.0,
2016-11-23 16:11:51,0.8421052631578947,0.1864406779661017,0.864406779661017,0.3,0.0,
2016-11-23 16:11:56,0.8421052631578947,0.1864406779661017,0.9491525423728814,0.3,0.16666666666666666,
2016-11-23 16:12:01,0.8421052631578947,0.2033898305084746,0.01694915254237288,0.3,0.3333333333333333,
2016-11-23 16:12:06,0.8421052631578947,0.2033898305084746,0.1016949152542373,0.3,0.5,
2016-11-23 16:12:11,0.8421052631578947,0.2033898305084746,0.1864406779661017,0.3,0.6666666666666666,
2016-11-23 16:12:16,0.8421052631578947,0.2033898305084746,0.2711864406779661,0.3,0.8333333333333334,
2016-11-23 16:12:21,0.8421052631578947,0.2033898305084746,0.3559322033898305,0.3,1.0,
2016-11-23 16:12:26,0.8421052631578947,0.2033898305084746,0.4406779661016949,0.4,0.0,
2016-11-23 16:12:31,0.8421052631578947,0.2033898305084746,0.5254237288135594,0.4,0.16666666666666666,
2016-11-23 16:12:36,0.8421052631578947,0.2033898305084746,0.6101694915254238,0.4,0.3333333333333333,
2016-11-23 16:12:41,0.8421052631578947,0.2033898305084746,0.6949152542372882,0.4,0.5,
2016-11-23 16:12:46,0.8421052631578947,0.2033898305084746,0.7796610169491526,0.4,0.6666666666666666,
2016-11-23 16:12:51,0.8421052631578947,0.2033898305084746,0.864406779661017,0.4,0.8333333333333334,
2016-11-23 16:12:56,0.8421052631578947,0.2033898305084746,0.9491525423728814,0.4,1.0,
2016-11-23 16:13:01,0.8421052631578947,0.22033898305084745,0.01694915254237288,0.5,0.0,
2016-11-23 16:13:06,0.8421052631578947,0.22033898305084745,0.1016949152542373,0.5,0.16666666666666666,
